date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:21:28	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226304b3db-4d7%22	https://templates.envytheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:28	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4aba-15d84%22	https://templates.envytheme.com/ridgi/default/assets/js/jquery.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/jquery.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:28	80821/80821	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4ab9-13bb5%22	https://templates.envytheme.com/ridgi/default/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/bootstrap.bundle.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:28	4026/4026	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4aba-fba%22	https://templates.envytheme.com/ridgi/default/assets/js/meanmenu.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/meanmenu.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:29	8155/8155	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4abb-1fdb%22	https://templates.envytheme.com/ridgi/default/assets/js/wow.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/wow.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:29	44143/44143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4abb-ac6f%22	https://templates.envytheme.com/ridgi/default/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/owl.carousel.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:29	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4aba-4ef8%22	https://templates.envytheme.com/ridgi/default/assets/js/magnific-popup.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/magnific-popup.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:29	28935/28935	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4aba-7107%22	https://templates.envytheme.com/ridgi/default/assets/js/mixitup.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/mixitup.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:29	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4abb-b7e%22	https://templates.envytheme.com/ridgi/default/assets/js/nice-select.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/nice-select.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
13:21:30	1569/1569	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602a4ab8-621%22	https://templates.envytheme.com/ridgi/default/assets/js/appear.min.js	C:/My%20Web%20Sites/D-8/templates.envytheme.com/ridgi/default/assets/js/appear.min.js	(from https://templates.envytheme.com/ridgi/default/index.html)
